iter	Accuracy	MultiClass
880	0.9469273743	0.3411580392
881	0.9469273743	0.3406614175
882	0.9441340782	0.3400642241
883	0.9441340782	0.3399005728
884	0.9469273743	0.3396931685
885	0.9469273743	0.3396708098
886	0.9469273743	0.3395573645
887	0.9469273743	0.33905615
888	0.9469273743	0.338722602
889	0.9469273743	0.3385252704
890	0.9469273743	0.3384570973
891	0.9469273743	0.3382236849
892	0.9469273743	0.3381049862
893	0.9469273743	0.3379936562
894	0.9469273743	0.3377672607
895	0.9469273743	0.3375041235
896	0.9469273743	0.3372947416
897	0.9469273743	0.3371973384
898	0.9469273743	0.337135504
899	0.9469273743	0.3369865293
900	0.9469273743	0.3368763797
901	0.9469273743	0.3363952006
902	0.9469273743	0.3360207578
903	0.9469273743	0.3359021165
904	0.9469273743	0.3357122273
905	0.9469273743	0.3355306251
906	0.9469273743	0.3351795208
907	0.9469273743	0.3348029437
908	0.9469273743	0.3344880697
909	0.9469273743	0.3341682225
910	0.9469273743	0.3336563035
911	0.9469273743	0.333466239
912	0.9469273743	0.3332826565
913	0.9441340782	0.3331318452
914	0.9469273743	0.3329731651
915	0.9469273743	0.3325418759
916	0.9469273743	0.3323897597
917	0.9469273743	0.3322633492
918	0.9469273743	0.3320160835
919	0.9469273743	0.3318315041
920	0.9469273743	0.3315879922
921	0.9469273743	0.3312972681
922	0.9469273743	0.3311506442
923	0.9469273743	0.3309984623
924	0.9497206704	0.3309099965
925	0.9497206704	0.3302256853
926	0.9497206704	0.3301927083
927	0.9497206704	0.3296625358
928	0.9497206704	0.3295171494
929	0.9525139665	0.3287771698
930	0.9525139665	0.32846902
931	0.9497206704	0.3280249776
932	0.9497206704	0.3274989098
933	0.9497206704	0.3273653141
934	0.9497206704	0.3269771329
935	0.9497206704	0.3263652366
936	0.9497206704	0.3261116741
937	0.9497206704	0.3258762467
938	0.9497206704	0.3255362017
939	0.9497206704	0.3253452941
940	0.9497206704	0.3251960235
941	0.9497206704	0.3250397051
942	0.9497206704	0.3249541904
943	0.9497206704	0.3243480294
944	0.9497206704	0.3239137272
945	0.9497206704	0.3237419607
946	0.9497206704	0.3234449013
947	0.9497206704	0.3231089022
948	0.9497206704	0.3230788172
949	0.9497206704	0.3230182623
950	0.9497206704	0.3222967251
951	0.9497206704	0.3221954659
952	0.9525139665	0.3218954696
953	0.9525139665	0.3217647152
954	0.9525139665	0.3216652515
955	0.9525139665	0.3214735616
956	0.9497206704	0.3209007073
957	0.9497206704	0.3207627223
958	0.9525139665	0.3205048828
959	0.9497206704	0.3201544241
960	0.9497206704	0.3198312332
961	0.9497206704	0.3196007564
962	0.9469273743	0.3191429033
963	0.9469273743	0.3190118618
964	0.9469273743	0.3188908577
965	0.9469273743	0.3187194471
966	0.9497206704	0.3184827348
967	0.9497206704	0.3183635842
968	0.9497206704	0.3179104177
969	0.9497206704	0.3177288796
970	0.9497206704	0.3172186833
971	0.9525139665	0.3169136396
972	0.9497206704	0.3168495323
973	0.9525139665	0.3167692608
974	0.9525139665	0.3166499321
975	0.9525139665	0.316574865
976	0.9525139665	0.3163459693
977	0.9525139665	0.3159904764
978	0.9525139665	0.3157540229
979	0.9525139665	0.3154039317
980	0.9525139665	0.3152455553
981	0.9525139665	0.3151501712
982	0.9525139665	0.3150064325
983	0.9525139665	0.3148452904
984	0.9553072626	0.3147166301
985	0.9553072626	0.3145364055
986	0.9553072626	0.3140500373
987	0.9525139665	0.3138243251
988	0.9525139665	0.3136388487
989	0.9497206704	0.3134644338
990	0.9497206704	0.3132010917
991	0.9497206704	0.3131395244
992	0.9497206704	0.3129553799
993	0.9497206704	0.3127808799
994	0.9497206704	0.3127094114
995	0.9497206704	0.3125613929
996	0.9497206704	0.3123605553
997	0.9497206704	0.3119744392
998	0.9497206704	0.3115433157
999	0.9497206704	0.3114942443
